,title,time,result
209,Tỷ phú Phạm Nhật Vượng tung gói hỗ trợ khủng cho đối tác để vượt qua covid-19,05-03-2020 - 15:23 PM,50
210,Đầu năm tỷ phú Phạm Nhật Vượng lại chơi lớn,19-02-2020 - 10:33 AM,50
211,"Danh sách tỷ phú giàu nhất hành tinh: Chủ tịch Phạm Nhật Vượng rời top 250, CEO Nguyễn Thị Phương Thảo rời top 1.000, riêng ông chủ Masan “mất tích” khỏi BXH",17-02-2020 - 14:17 PM,50
212,"12.000 smartphone hết veo sau 14h lên kệ, Vsmart Joy 3 của tỷ phú Phạm Nhật Vượng lập kỉ lục vô tiền khoáng hậu",16-02-2020 - 10:04 AM,50
213,"Loạt xe sang sắp khuấy động thị trường Việt Nam, có cả xe của tỷ phú Phạm Nhật Vượng",10-02-2020 - 09:47 AM,50
214,"5 cá nhân vừa ""trao tay"" số cổ phiếu trị giá 6.400 tỷ đồng cho công ty riêng của ông Phạm Nhật Vượng",20-01-2020 - 09:08 AM,50
215,Chủ tịch Phạm Nhật Vượng cắt băng khánh thành VinUni: Mục tiêu trở thành 1 trong 50 trường đại học trẻ hàng đầu thế giới,15-01-2020 - 12:11 PM,50
216,"Soi 10 điện thoại rẻ nhất Việt Nam năm 2020, trong đó đến 2 mẫu smartphone của tỷ phú Phạm Nhật Vượng",07-01-2020 - 10:15 AM,50
217,"Nikkei: Điểm chung thú vị của ông Phạm Nhật Vượng, bà Nguyễn Thị Phương Thảo, và tiềm năng của các tập đoàn lớn để trở thành động lực phía sau nền kinh tế Việt Nam",06-01-2020 - 13:49 PM,50
218,"Smartphone của tỷ phú Phạm Nhật Vượng bất ngờ tăng trưởng chưa từng có, sắp bằng Apple tại Việt Nam",05-01-2020 - 12:23 PM,50
219,"Sau khi tặng 100.000 cư dân Vinhomes điện thoại Vsmart, tỷ phú Phạm Nhật Vượng tiếp tục ""chơi lớn"" tặng luôn ô tô Vinfast cho người mua nhà",23-12-2019 - 09:40 AM,50
220,Lần đóng cửa dứt khoát Tập đoàn tài chính Vincom của tỷ phú Phạm Nhật Vượng,22-12-2019 - 23:23 PM,50
221,Tỷ phú Phạm Nhật Vượng tặng mỗi chủ căn hộ Vinhomes một điện thoại Vsmart nhân dịp năm mới,21-12-2019 - 22:04 PM,50
222,Công ty riêng của gia đình ông Phạm Nhật Vượng gia tăng tỷ lệ sở hữu tại VinGroup,20-12-2019 - 17:12 PM,50
223,"Khám phá nơi xuất xưởng những chiếc smart TV sẽ cạnh tranh trực tiếp với Samsung, Sony của tỷ phú Phạm Nhật Vượng",17-12-2019 - 09:11 AM,50
224,"Giảm mạnh giá bán Vsmart Live, tỷ phú Phạm Nhật Vượng muốn ""đấu"" trực diện với các hãng smartphone ngoại?",02-12-2019 - 11:01 AM,50
225,"Tỷ phú Phạm Nhật Vượng chơi lớn: Không tính 11.000 tỷ lãi vay và khấu hao hàng năm vào giá xe Vinfast, tưởng lỗ nhưng lại là “bỏ con săn sắt bắt con cá rô”",28-11-2019 - 14:26 PM,50
226,"“Đột nhập” nhà máy, xem quy trình để thấy vì sao tỷ phú Phạm Nhật Vượng có thể sản xuất được 23 triệu smartphone/năm",26-11-2019 - 17:42 PM,50
227,Chủ tịch Phạm Nhật Vượng đích thân thử 2 mẫu xe mới của VinFast cạnh tranh Hyundai Kona và Honda CR-V,16-11-2019 - 08:33 AM,50
228,"Sau ô tô, smartphone, tivi, tỷ phú Phạm Nhật Vượng sắp tung ra thị trường cả thiết bị smarthome?",10-11-2019 - 21:28 PM,50
229,"PGS.TS Trần Đình Thiên: Tôi tin Phạm Nhật Vượng, Trần Bá Dương, Đặng Lê Nguyên Vũ… nói thật về khát vọng Việt Nam chứ không đạo đức giả hay mua chuộc dân tuý!",,50
230,Công ty của tỷ phú Phạm Nhật Vượng bất ngờ tuyên bố sản xuất thiết bị viễn thông 5G,30-10-2019 - 16:58 PM,50
231,Giá trị cổ phiếu tỷ phú Phạm Nhật Vượng nắm giữ lần đầu vượt mốc 10 tỷ USD,22-08-2019 - 15:31 PM,50
232,Tỷ phú Phạm Nhật Vượng lọt top 200 người giàu nhất hành tinh với khối tài sản nhiều hơn tổng tài sản 4 tỷ phú Việt còn lại,01-08-2019 - 11:27 AM,50
233,Tài sản tỷ phú Phạm Nhật Vượng tăng thêm 4.300 tỷ đồng ngay khi những chiếc VinFast Lux đầu tiên được bàn giao,29-07-2019 - 16:22 PM,50
234,"Giá trị cổ phiếu ông Phạm Nhật Vượng nắm giữ gần chạm mốc 10 tỷ USD, lớn hơn vốn hóa hầu hết doanh nghiệp trên sàn chứng khoán Việt Nam",25-07-2019 - 16:22 PM,50
235,Chủ tịch Phạm Nhật Vượng chỉ ra một điểm giúp doanh nghiệp Việt 'cùng nhau lớn mạnh' và đây là lời giải của Jack Ma,16-07-2019 - 17:01 PM,50
236,"Điện thoại, ô tô, hàng không... tỷ phú Phạm Nhật Vượng dồn lực tăng tốc",10-07-2019 - 15:43 PM,50
237,Lê Hoàng Uyên Vy và bí mật chưa kể về cuộc gặp 5 phút với Chủ tịch Vingroup Phạm Nhật Vượng,09-07-2019 - 15:18 PM,50
238,"Học cách đầu tư tủ sách thay vì sắm tivi như lời khuyên của Chủ tịch Trung Nguyên Đặng Lê Nguyên Vũ, nhưng đọc sách như thế nào hãy học tỷ phú Phạm Nhật Vượng",31-05-2019 - 10:17 AM,50
239,Chân dung những người ‘lèo lái’ VinFast vượt tốc độ kỷ lục thế giới mà tỷ phú Phạm Nhật Vượng đề ra,19-05-2019 - 09:14 AM,50
240,"CEO VinFast James DeLuca: ""Trong tay không có gì ngoài TẦM NHÌN và một chiếc xẻng xúc đầy đất, Chủ tịch Phạm Nhật Vượng tuyên bố với thế giới sẽ cho ra mắt 2 mẫu xe Sedan và SUV trong 2 năm""",16-05-2019 - 10:04 AM,50
241,"Ông Võ Quang Huệ: ""Có ngày tôi họp 2 lần với Chủ tịch, nhắn tin xin ý kiến thì chỉ 1-2 phút anh Phạm Nhật Vượng đã trả lời""",15-05-2019 - 09:52 AM,50
242,Đoán giá chiếc xe sắp thuộc bộ sưu tập của tỷ phú Phạm Nhật Vượng: Đừng bất ngờ về con số!,24-03-2019 - 08:21 AM,50
243,Điểm yếu nhất trong quản lý nhân sự của Thế giới di động trong mắt ông Nguyễn Đức Tài và lời giải gợi ý của Chủ tịch Vingroup Phạm Nhật Vượng,20-03-2019 - 16:39 PM,50
244,Lượng cổ phiếu do tỷ phú Phạm Nhật Vượng nắm giữ đã tăng lên 10 tỷ USD,20-03-2019 - 11:21 AM,50
245,Phía sau quyết định bỏ Lexus để dùng VinFast của ông Phạm Nhật Vượng,12-03-2019 - 10:11 AM,50
246,Tỷ phú Phạm Nhật Vượng tiết lộ điều khó khăn nhất khi chuyển từ Lexus sang xe VinFast,07-03-2019 - 17:27 PM,50
247,"Tỷ phú Phạm Nhật Vượng xuất hiện bên chiếc LUX SA2.0, quyết định đổi từ Lexus sang xe VinFast",07-03-2019 - 15:34 PM,50
248,"Lộ diện video tỷ phú Phạm Nhật Vượng tự tay lái thử chiếc xe VinFast ""made in Vietnam"" đầu tiên được xuất xưởng",07-03-2019 - 15:33 PM,50
249,Tỷ phú Phạm Nhật Vượng tiết lộ 2 lý do vì sao thường tin tưởng giao trọng trách cho các nữ tướng ở Vingroup,07-03-2019 - 13:26 PM,50
250,Tỷ phú Phạm Nhật Vượng thôi giữ vị trí Chủ tịch Hội đồng quản trị VinHomes,28-02-2019 - 23:03 PM,50
251,"Phạt hay không phạt nhân viên: Hai trường phái quản trị đối nghịch giữa ông Phạm Nhật Vượng và ông Nguyễn Đức Tài, cùng lời giải của giáo sư Phan Văn Trường",21-02-2019 - 08:43 AM,50
252,"Tài sản của tỷ phú Phạm Nhật Vượng tăng thêm gần 1 tỷ USD từ sau Tết, gia nhập nhóm 200 người giàu nhất thế giới",16-02-2019 - 10:20 AM,50
253,"Tài sản của chủ tịch Thaco Trần Bá Dương có thể tăng đột biến lên gần 7 tỷ USD, giàu ngang tỷ phú Phạm Nhật Vượng?",16-02-2019 - 07:04 AM,50
254,Phạm Nhật Vượng - Trần Bá Dương: Những điểm chung thú vị của 2 tỷ phú đôla,12-02-2019 - 21:22 PM,50
255,"Năm mới hãy học cách nghĩ về tiền như tỷ phú Phạm Nhật Vượng để thoát khỏi cảnh tầm thường, thành công hơn trong sự nghiệp",10-02-2019 - 09:53 AM,50
256,Nhìn cách dạy con của tỷ phú Phạm Nhật Vượng để hiểu sự khác biệt trong tư duy giữa người giàu và người nghèo,05-02-2019 - 08:53 AM,50
257,"Tóm tắt những 'lời vàng ý ngọc' trong cuốn sách tỷ phú Phạm Nhật Vượng nói rất tâm đắc, nhiều lần tặng và giảng cho nhân viên",15-01-2019 - 11:40 AM,50
258,Tỷ phú Phạm Nhật Vượng lần đầu tiết lộ chuyện phá sản thời sinh viên,13-01-2019 - 17:32 PM,50
259,"Tỷ phú Phạm Nhật Vượng lần đầu chia sẻ cách đọc sách, có một cuốn sách được ông tâm đắc nhiều lần đem tặng và giảng cho nhân viên",11-01-2019 - 16:40 PM,50
260,Tiết lộ yêu cầu khắt khe của tỷ phú Phạm Nhật Vượng với đội phát triển của VSmart,15-12-2018 - 10:08 AM,50
261,"TS. Lê Xuân Nghĩa: Ông Phạm Nhật Vượng nói rằng phải hỗ trợ startup, bởi nếu họ lớn chậm cũng là chết!",13-12-2018 - 17:59 PM,50
262,Lộ ảnh khu trải nghiệm điện thoại Vsmart của tỷ phú Phạm Nhật Vượng tại các hệ thống bán lẻ,12-12-2018 - 21:29 PM,50
263,Tốc độ không giới hạn của ông Phạm Nhật Vượng,,50
264,VinFast Klara: Từ sản phẩm kinh doanh tới giấc mơ xanh phi thường của tỷ phú Phạm Nhật Vượng,,50
265,Tài sản tỷ phú Phạm Nhật Vượng vượt xa cả chủ tịch Hyundai Motor sau màn ra mắt Vinfast ấn tượng,05-10-2018 - 10:54 AM,50
266,Báo Tây viết về dự án Vinfast của ông Phạm Nhật Vượng: Từ khoản vay 40.000 USD đến đế chế 10 tỷ USD và giấc mơ ô tô 'made in Vietnam' đang dần thành hiện thực,11-09-2018 - 12:24 PM,50
267,PGS. TS Trần Đình Thiên: “Đã có Phạm Nhật Vượng thì cũng có thể có những người khác”,,50
268,"Chuyện ""hậu trường"" Landmark 81: Coteccons thắng thầu Lotte vì Chủ tịch Phạm Nhật Vượng muốn tòa nhà cao nhất Việt Nam phải để người Việt làm",31-07-2018 - 15:24 PM,50
269,Điều đặc biệt về chiếc xe gắn liền với tỷ phú Phạm Nhật Vượng thời khởi nghiệp,18-07-2018 - 10:38 AM,50
270,"Trung Nguyên chi 5 tỷ USD để tặng sách, số tiền xấp xỉ tài sản của tỷ phú Phạm Nhật Vượng?",05-07-2018 - 17:25 PM,50
271,"Khi VinFast chọn làm xe tử tế: Thông điệp sâu xa từ ""cái cửa thun thút"" của tỷ phú Phạm Nhật Vượng",18-06-2018 - 09:12 AM,50
272,"Tỷ phú Phạm Nhật Vượng tiết lộ cách 'tân binh' VinFast cạnh tranh với các đối thủ: Xe xịn, giá tốt, nhiều hậu mãi",01-06-2018 - 10:01 AM,50
273,"Tài sản tỷ phú Phạm Nhật Vượng lên 7 tỷ USD, giàu thứ 240 thế giới",06-04-2018 - 11:05 AM,50
274,"Forbes: Tài sản tỷ phú Phạm Nhật Vượng cán mốc 6 tỷ USD, sắp lọt top 300 người giàu nhất hành tinh",23-03-2018 - 16:00 PM,50
275,"Bán cám heo, nước mắm, ông chủ Masan trở thành tỷ phú đôla thứ 3 của Việt Nam cùng bà Nguyễn Thị Phương Thảo và ông Phạm Nhật Vượng",19-01-2018 - 10:07 AM,50
276,Nguồn gốc khối tài sản khổng lồ của tỷ phú Phạm Nhật Vượng,16-01-2018 - 19:10 PM,50
277,Ngành bánh kẹo Việt Nam nhìn từ nhận xét phũ phàng 'KHÔNG CÓ CỬA' của tỷ phú Phạm Nhật Vượng,05-01-2018 - 07:34 AM,50
278,"Tỷ phú Phạm Nhật Vượng kể chuyện Vinfast, tiết lộ lý do chọn làm xe hơi thương hiệu Việt",02-01-2018 - 17:01 PM,50
279,"Không chỉ lọt vào top 500 người giàu nhất hành tinh, tỷ phú Phạm Nhật Vượng vừa lấy lại vị trí giàu nhất sàn chứng khoán Việt Nam",05-12-2017 - 15:10 PM,50
280,Tỷ phú Phạm Nhật Vượng lần đầu chia sẻ về VinFast,30-11-2017 - 13:15 PM,50
281,Tỷ phú Phạm Nhật Vượng vào danh sách 500 người giàu nhất hành tinh,24-11-2017 - 10:12 AM,50
282,"Giá trị Vingroup chạm ngưỡng 10 tỷ đô, tỷ phú Phạm Nhật Vượng thăng hạng chóng mặt trên bảng xếp hạng người giàu thế giới",21-11-2017 - 10:19 AM,50
283,"Nếu tính đầy đủ, tỷ phú Phạm Nhật Vượng đang nắm giữ lượng cổ phiếu trị giá gần 110.000 tỷ đồng",14-11-2017 - 09:34 AM,50
284,"Tài sản tỷ phú Phạm Nhật Vượng tăng vọt lên 3,4 tỷ USD, trở thành người giàu thứ 665 thế giới nhờ Vincom Retail",07-11-2017 - 19:23 PM,50
285,"Cổ phiếu Vingroup và Vietjet tăng mạnh, 2 tỷ phú Phạm Nhật Vượng và Nguyễn Thị Phương Thảo ""thăng hạng"" ấn tượng trong top người giàu nhất hành tinh",06-10-2017 - 16:14 PM,50
286,Vinfast - tham vọng của tỷ phú USD Phạm Nhật Vượng - lớn đến thế nào?,07-09-2017 - 10:04 AM,50
287,"Trước tỷ phú Phạm Nhật Vượng, có 2 ""đại gia"" Việt đình đám cũng từng nuôi giấc mơ ô tô và đây là kết quả",06-09-2017 - 17:00 PM,50
288,Chủ tịch Hiệp hội vận tải ô tô Việt Nam: Ông Phạm Nhật Vượng mà không dám làm ô tô thì chẳng ai dám làm cả!,06-09-2017 - 10:00 AM,50
289,"""Mảnh ghép thứ 7” trong hệ sinh thái Vingroup và trận đánh 3,5 tỷ USD của tỷ phú Phạm Nhật Vượng",05-09-2017 - 15:01 PM,50
290,"Ông Võ Quang Huệ về Vinfast, chiến tướng đầu tiên được ông Phạm Nhật Vượng “chiêu dụ”",04-09-2017 - 15:02 PM,50
291,"Sau 7 tháng, ông Phạm Nhật Vượng đã trở lại vị trí người giàu nhất sàn chứng khoán Việt Nam",16-06-2017 - 16:34 PM,50
292,Vì sao ông Phạm Nhật Vượng vẫn là tỷ phú USD duy nhất của Việt Nam trên Forbes?,04-01-2017 - 20:13 PM,50
293,Ông Phạm Nhật Vượng tăng hơn 200 bậc trong bảng xếp hạng tỷ phú giàu nhất thế giới của Forbes,30-12-2016 - 15:54 PM,50
294,"Tròn 1 tháng kể từ ngày bị ""soán ngôi"", ông Phạm Nhật Vượng đã trở lại vị trí số 1 trên sàn chứng khoán",13-12-2016 - 15:21 PM,50
295,Cổ phiếu VIC vụt tăng giúp tỷ phú Phạm Nhật Vượng lấy lại ngôi vị giàu nhất thị trường chứng khoán,11-11-2016 - 15:10 PM,50
296,"Tỷ phú Xuân Trường, Phạm Nhật Vượng, Vũ Quang Hội, Dương Công Minh ...""tổng tấn công"" BĐS Hải Phòng",09-09-2016 - 17:44 PM,50
297,"Vingroup phát hành cổ phiếu thưởng, vợ chồng ông Phạm Nhật Vượng sắp nhận về 140 triệu cp mới",09-09-2016 - 14:14 PM,50
298,"Forbes: Tài sản của ông Phạm Nhật Vượng vượt ngưỡng 2,2 tỷ USD khi cổ phiếu Vingroup lên cao kỷ lục",04-07-2016 - 12:13 PM,50
299,"Cổ phiếu Vingroup lên mức cao nhất từ khi niêm yết, giá trị cổ phiếu của ông Phạm Nhật Vượng vượt 1,3 tỷ USD",02-07-2016 - 09:48 AM,50
300,"Vingroup phát hành trên 213 triệu CP trả cổ tức, vợ chồng ông Phạm Nhật Vượng nhận gần 69 triệu cp mới",15-06-2016 - 09:26 AM,50
301,Đại chiến siêu thị: Phạm Nhật Vượng đấu tỷ phú Thái,03-06-2016 - 11:32 AM,50
302,"Tài sản của tỷ phú Phạm Nhật Vượng tăng lên 1,8 tỷ USD",01-03-2016 - 21:57 PM,50
303,Người Ukraine nhớ mỳ Phạm Nhật Vượng,21-08-2015 - 16:40 PM,50
304,Vợ chồng ông Phạm Nhật Vượng được nhận cổ tức bằng 128 triệu cổ phiếu VIC,29-07-2015 - 16:20 PM,50
305,Forbes: Tài sản của ông Phạm Nhật Vượng tăng thêm 100 triệu USD,03-03-2015 - 10:32 AM,50
306,Vợ chồng tỷ phú Phạm Nhật Vượng sắp lĩnh 700 tỷ đồng cổ tức,06-08-2014 - 11:02 AM,50
307,"Tài sản tăng 100 triệu USD, ông Phạm Nhật Vượng tiếp tục đứng trong danh sách tỷ phú thế giới",04-03-2014 - 01:00 AM,50
308,"Tài sản tăng 100 triệu USD, ông Phạm Nhật Vượng tiếp tục đứng trong danh sách tỷ phú thế giới",03-03-2014 - 23:58 PM,50
309,Vợ chồng tỷ phú Phạm Nhật Vượng 'thu lại' 1.300 tỷ đồng sau một phiên,23-12-2013 - 15:58 PM,50
310,Tỉ phú Phạm Nhật Vượng và tuyệt chiêu bán căn hộ cao cấp thời khó khăn,21-12-2013 - 14:00 PM,50
311,Vợ chồng ông Phạm Nhật Vượng trực tiếp nắm giữ số cổ phiếu trị giá 1 tỷ USD,01-08-2013 - 14:17 PM,50
312,"[Nóng trong tuần] Bầu Đức ""buông"" thủy điện, tỷ phú Phạm Nhật Vượng chia sẻ bí quyết",29-06-2013 - 20:50 PM,50
313,Tỷ phú Phạm Nhật Vượng lần đầu tiên trải lòng về triết lý kinh doanh,27-06-2013 - 09:16 AM,50
314,Tỷ phú Phạm Nhật Vượng: Im lặng là vàng?,14-03-2013 - 15:05 PM,50
315,[Nóng trong ngày] Đồn đoán người nào giàu hơn ông Phạm Nhật Vượng?,07-03-2013 - 18:18 PM,50
316,Tâm thức Việt của doanh nhân Phạm Nhật Vượng,07-03-2013 - 09:10 AM,50
317,Phạm Nhật Vượng lọt top tỷ phú xuất sắc của Forbes ,06-03-2013 - 15:33 PM,50
318,Ông Phạm Nhật Vượng lọt vào danh sách tỷ phú giàu nhất thế giới của Forbes,05-03-2013 - 08:42 AM,50
319,"Ông Phạm Nhật Vượng lọt vào danh sách tỷ phú giàu nhất thế giới với 1,5 tỷ USD",05-03-2013 - 08:33 AM,50
320,"Bloomberg gọi ông Phạm Nhật Vượng là ""tỷ phú ẩn danh""",26-10-2012 - 09:15 AM,50
321,Em trai ông Phạm Nhật Vượng nói về hiện tượng giả sư,10-08-2012 - 23:58 PM,50
322,"VIC: Ông Phạm Nhật Vượng giảm tỷ lệ sở hữu từ 39,17% còn 30,67%",19-01-2012 - 18:33 PM,50
323,Ông Phạm Nhật Vượng tiếp tục là người giàu nhất trên TTCK năm 2011,26-12-2011 - 08:36 AM,50
324,Ông Phạm Nhật Vượng làm Chủ tịch HĐQT VinGroup,15-11-2011 - 11:28 AM,50
325,Ông Phạm Nhật Vượng rút tên khỏi Hội đồng quản trị Vinpearl,28-10-2011 - 16:09 PM,50
326,VIC: ĐHCĐ thông qua việc ông Phạm Nhật Vượng đứng ra đảm bảo khoản vay chuyển đổi,12-09-2011 - 09:08 AM,50
327,Ông Phạm Nhật Vượng đứng ra đảm bảo cho Vincom phát hành khoản vay chuyển đổi,27-07-2011 - 13:44 PM,50
328,"VIC: Ông Phạm Nhật Vượng giảm tỷ lệ sở hữu từ 40,18% xuống còn 39,17%",13-06-2011 - 22:56 PM,50
329,Em trai Phạm Nhật Vượng muốn kinh doanh viễn thông,06-04-2011 - 13:32 PM,50
330,Ông Phạm Nhật Vượng chính thức trở thành người giàu nhất TTCK năm 2010,29-12-2010 - 10:50 AM,50
